ProductID,Category,Subcategory,Brand,ProductFeatures,Price (INR),Festivals,Seasons
P386,Sports & Outdoors,Running,Hoka,"Clifton 8 Running Shoes, Cushioned, Womens Size 9",366,"Holi, Navratri, Diwali","Summer, Monsoon"
P387,Groceries,Cookies,Chips Ahoy!,"Original Chocolate Chip Cookies, 13oz",215,Diwali,"Summer, Monsoon"
P388,Toys & Games,Play Tents,Regalo,"Kids Pop-Up Tent with Tunnel, Princess Theme",478,"Navratri, Eid, Onam","Summer, Monsoon"
P389,Fashion,Earrings,Tiffany & Co.,"Return to Tiffany Heart Tag Earrings, Silver",946,"Eid, Ganesh Chaturthi, Diwali","Monsoon, Spring, Winter"
P390,Electronics,Car Chargers,AUKEY,"USB-C Car Charger, 30W, Dual Ports",34189,"Raksha Bandhan, Diwali, Baisakhi","Winter, Summer"
P391,Electronics,Binoculars,Leica,"Ultravid HD-Plus 10x42, Waterproof, Fogproof",45237,"Diwali, Eid","Winter, Monsoon"
P392,Books,Science,Harper Perennial,A Brief History of Time by Stephen Hawking,962,"Diwali, Baisakhi","Spring, Monsoon"
P393,Clothing,Overalls,Dickies,"Mens Relaxed Fit Overalls, Denim, Black",371,"Navratri, Ganesh Chaturthi, Diwali","Monsoon, Spring"
P394,Beauty,BB Cream,IT Cosmetics,"Your Skin But Better CC+ Cream, SPF 50, 1.08oz",593,"Raksha Bandhan, Holi, Pongal","Autumn, Spring, Monsoon"
P395,Home & Kitchen,Trash Cans,Simplehuman,"Slim Plastic Step Trash Can, 10 Gallons",100,"Holi, Diwali, Raksha Bandhan","Spring, Autumn"
P396,Sports & Outdoors,Surfing,Rip Curl,"Mens 3/2mm Flashbomb Wetsuit, Chest Zip",358,Ganesh Chaturthi,"Spring, Autumn, Monsoon"
P397,Groceries,Cracked Pepper,McCormick,"Grinder, Coarse Ground, 2.12oz",487,"Diwali, Christmas","Spring, Autumn"
P398,Toys & Games,Stuffed Animals,Steiff,"Teddy Bear, Mohair, 12-inch",622,"Navratri, Eid, Holi","Winter, Spring"
P399,Fashion,Loafers,Tod's,"Gommino Driving Loafers, Leather, Mens Size 10",689,"Ganesh Chaturthi, Diwali, Onam","Autumn, Winter, Monsoon"
P400,Electronics,Smart Displays,Google,"Nest Hub Max, 10-inch, HD",23784,Onam,"Monsoon, Summer, Winter"
P401,Electronics,Smartphones,OnePlus,"6.7-inch Fluid AMOLED, 256GB Storage, 5G, 4520mAh Battery, OxygenOS",22666,"Eid, Holi","Summer, Monsoon"
P402,Books,Fiction,Random House,"Hardcover, Urban Fantasy, 400 Pages, New York Times Bestseller",399,"Ganesh Chaturthi, Eid, Diwali","Autumn, Winter"
P403,Clothing,Activewear,Adidas,"Climalite Fabric, Womens Training Bra, Size S-XXL",526,"Diwali, Raksha Bandhan","Summer, Autumn, Spring"
P404,Beauty,Skincare,La Roche-Posay,"Toleriane Gentle Cleanser, Fragrance-Free, 16oz",911,"Raksha Bandhan, Diwali, Holi","Winter, Summer"
P405,Electronics,Laptops,Lenovo,"ThinkPad X1 Carbon, 14-inch, AMD Ryzen 7, 512GB SSD",40005,Holi,"Summer, Monsoon"
P406,Home & Kitchen,Blenders,Blendtec,"Total 770 Blender, 1000W, 17 Cup Capacity, 12 Speeds",253,Raksha Bandhan,"Winter, Summer, Spring"
P407,Sports & Outdoors,Camping,Big Agnes,"Copper Spur Tent, Weatherproof, 2-Person",176,"Diwali, Christmas","Spring, Summer, Winter"
P408,Groceries,Snacks,Pringles,"Original Crisps, Variety Pack, 12 oz",564,Diwali,"Autumn, Monsoon, Spring"
P409,Toys & Games,Board Games,Asmodee,"Codenames, Party Game, 2-8 Players",670,"Raksha Bandhan, Holi","Autumn, Monsoon"
P410,Fashion,Sunglasses,Oakley,"Jawbreaker Sunglasses, Polarized, Gradient Lens",402,"Diwali, Holi, Raksha Bandhan","Summer, Spring"
P411,Electronics,Headphones,Bose,"QuietComfort Earbuds, Noise Cancelling, 6 Hour Battery",41103,Pongal,"Monsoon, Winter"
P412,Books,Non-Fiction,HarperCollins,"Sapiens: A Brief History of Humankind, Hardcover",1152,"Christmas, Eid, Raksha Bandhan","Monsoon, Spring, Winter"
P413,Clothing,Formal Wear,Ralph Lauren,"Womens Classic Fit Blazer, Wool Blend, Navy Blue",706,"Holi, Pongal, Diwali","Spring, Winter"
P414,Beauty,Makeup,Estee Lauder,"Double Wear Stay-In-Place Concealer, 12 Shades",302,Diwali,"Autumn, Summer, Spring"
P415,Home & Kitchen,Cookware,Calphalon,"Stainless Steel 12-Piece Set, Oven Safe, Non-Stick",279,Holi,"Monsoon, Summer, Winter"
P416,Sports & Outdoors,Yoga,Manduka,"PRO Yoga Mat, Eco-Friendly, 6mm Thick",122,Diwali,"Winter, Summer"
P417,Groceries,Coffee,Folgers,"Classic Roast Ground Coffee, 12 oz Bag",320,"Diwali, Ganesh Chaturthi, Eid","Summer, Monsoon, Winter"
P418,Toys & Games,LEGO,LEGO,"Marvel Avengers Assemble, 1,926 Pieces",528,"Pongal, Christmas","Monsoon, Spring, Autumn"
P419,Fashion,Watches,Seiko,"SRP517J1, Solar-Powered, Water Resistant",865,"Holi, Navratri","Monsoon, Summer"
P420,Electronics,Tablets,Amazon,"Kindle Fire HD 10, 10.1-inch Touchscreen, 32GB",4569,"Ganesh Chaturthi, Holi, Navratri","Summer, Winter"
P421,Home & Kitchen,Vacuum Cleaners,Shark,"Navigator Lift-Away, Bagless, HEPA Filter",473,"Ganesh Chaturthi, Eid, Holi","Monsoon, Summer, Autumn"
P422,Automotive,Tires,Continental,"ContiSportContact 6, 225/45R17, 80k Mile Warranty",667,"Onam, Christmas, Diwali","Winter, Summer, Autumn"
P423,Electronics,Smartwatches,Fitbit,"Charge 5, GPS, Heart Rate Monitor",10527,Pongal,"Summer, Monsoon, Winter"
P424,Clothing,Outerwear,Columbia,"Womens Powder Bowl Jacket, Water-Resistant",727,"Navratri, Pongal","Spring, Winter"
P425,Beauty,Hair Care,Kerastase,"Nutritive Bain Satin Shampoo, 10.5oz, Damaged Hair Repair",545,"Christmas, Eid","Winter, Summer"
P426,Books,Science Fiction,HarperCollins,"Dune: Frank Herbert, Hardcover, 896 Pages",442,"Diwali, Holi","Spring, Autumn, Monsoon"
P427,Home & Kitchen,Air Fryers,Philips,"Premium XL, 5.8qt Capacity, 11 Presets",690,"Navratri, Ganesh Chaturthi","Monsoon, Spring"
P428,Sports & Outdoors,Running,New Balance,"Fresh Foam 1080v11, Cushioned, Womens Size 9",105,"Holi, Diwali","Autumn, Monsoon, Summer"
P429,Groceries,Tea,Darjeeling,"Premium Darjeeling Tea Bags, 100 Count",776,"Christmas, Baisakhi","Autumn, Summer, Winter"
P430,Fashion,Handbags,Coach,"Womens Crossbody Bag, Leather, Black",793,"Navratri, Diwali, Holi","Spring, Autumn, Summer"
P431,Electronics,Gaming Consoles,Microsoft,"Xbox Series X, 1TB SSD, 4K Gaming",6223,"Diwali, Onam, Ganesh Chaturthi","Summer, Monsoon"
P432,Books,Biography,Random House,"Steve Jobs by Walter Isaacson, Hardcover",695,Holi,"Spring, Monsoon, Winter"
P433,Clothing,Swimwear,Speedo,"Womens Two-Piece Swimsuit, Chlorine-Resistant",258,"Ganesh Chaturthi, Raksha Bandhan, Christmas","Winter, Monsoon"
P434,Beauty,Perfume,Creed,"Aventus Eau de Parfum, 3.4oz",962,"Holi, Diwali, Onam","Monsoon, Summer, Winter"
P435,Home & Kitchen,Mattresses,Serta,"Perfect Sleeper Gel Memory Foam, Queen Size, Medium Firmness",566,"Pongal, Ganesh Chaturthi","Autumn, Winter, Spring"
P436,Sports & Outdoors,Camping,Patagonia,"Half Dome 2+ Tent, Lightweight",145,Ganesh Chaturthi,"Spring, Winter"
P437,Groceries,Pasta,Ronzoni,"Whole Grain Spaghetti, 16oz",324,"Raksha Bandhan, Diwali","Summer, Monsoon"
P438,Toys & Games,Puzzles,Ravensburger,"Disney Pixar Cars 3D Puzzle, Strategy Game",864,Onam,"Autumn, Winter"
P439,Fashion,Sneakers,Nike,"Air Zoom Pegasus 39, Cushioned, Womens Size 8",511,"Eid, Navratri, Diwali","Monsoon, Spring"
P440,Electronics,Speakers,Bose,"SoundTouch 300 Soundbar, Bluetooth, 24-Hour Battery",40269,"Diwali, Raksha Bandhan, Ganesh Chaturthi","Monsoon, Winter"
P441,Electronics,Monitors,ASUS,"ROG Swift PG27UQ, 27-inch, 240Hz, QLED",33711,"Holi, Eid","Summer, Monsoon, Winter"
P442,Books,Cookbooks,Simon & Schuster,"The Art of Cooking, Hardcover, Illustrated",1483,"Holi, Eid","Monsoon, Spring, Winter"
P443,Clothing,Denim,Lee,"Mens Slim Fit Jean, Stretch, Size 32x32",636,"Raksha Bandhan, Holi","Monsoon, Autumn, Summer"
P444,Beauty,Sunscreen,La Roche-Posay,"Anthelios Mineral Sunscreen Broad Spectrum SPF 50, 3oz",955,"Ganesh Chaturthi, Navratri, Raksha Bandhan","Summer, Spring"
P445,Home & Kitchen,Toasters,Breville,"Smart Toaster, 4-Slice, Lift & Look",902,"Onam, Raksha Bandhan, Holi","Monsoon, Autumn, Summer"
P446,Sports & Outdoors,Golf,TaylorMade,"SIM Driver, 10.5°, Adjustable",651,"Diwali, Holi, Ganesh Chaturthi","Summer, Winter, Spring"
P447,Groceries,Olive Oil,Carbone,"Extra Virgin Olive Oil, 33.8oz",747,Diwali,"Summer, Winter"
P448,Toys & Games,Dolls,Barbie,"Dreamhouse Doll, 11-inch",554,"Navratri, Ganesh Chaturthi","Summer, Autumn"
P449,Fashion,Jewelry,Pandora,"Moments Bracelet, Sterling Silver, Adjustable",848,Holi,"Spring, Autumn"
P450,Electronics,Printers,Epson,"EcoTank ET-4760, Wireless, All-in-One",27846,"Christmas, Diwali, Raksha Bandhan","Monsoon, Winter, Summer"
P451,Electronics,Drones,Autel,"EVO Lite+, 6K Camera, 40-Min Flight Time",44963,"Navratri, Raksha Bandhan, Eid","Summer, Winter, Monsoon"
P452,Books,Children's,Disney,"Cinderella Storybook, Hardcover, Illustrated",1141,Holi,"Autumn, Winter, Spring"
P453,Clothing,Workwear,Carhartt,"Womens Relaxed Fit Pants, Double-Knee, Black",527,"Christmas, Ganesh Chaturthi","Summer, Monsoon"
P454,Beauty,Makeup Brushes,Sigma,"Essential Kit, 12 Brushes, Travel Case",333,"Holi, Ganesh Chaturthi","Summer, Autumn, Spring"
P455,Home & Kitchen,Coffee Makers,Breville,"Barista Express, Espresso Machine, 15-Bar",323,"Eid, Diwali, Onam","Summer, Winter"
P456,Sports & Outdoors,Cycling,Trek,"Domane SL 5 Road Bike, Carbon Frame, 11-Speed",674,"Diwali, Baisakhi, Eid","Autumn, Winter, Spring"
P457,Groceries,Cereal,General Mills,"Cheerios, Family Size, 18oz",789,"Diwali, Navratri, Pongal","Spring, Winter"
P458,Toys & Games,Remote Control,Traxxas,"Slash 4x4 RC Truck, 1/10 Scale",569,"Raksha Bandhan, Christmas","Summer, Spring, Monsoon"
P459,Fashion,Luggage,Travelpro,"Crew Versapack, 21-inch, Expandable",664,Raksha Bandhan,"Winter, Autumn, Summer"
P460,Electronics,Keyboards,Corsair,"K95 RGB Platinum, Mechanical, Cherry MX Brown",14455,"Raksha Bandhan, Christmas, Holi","Winter, Summer, Monsoon"
P461,Electronics,Projectors,BenQ,"HT2050A, 1080p, 2200 Lumens",4797,"Navratri, Holi, Baisakhi","Monsoon, Summer"
P462,Books,Fantasy,Orbit,"Mistborn by Brandon Sanderson, Paperback",500,Onam,"Winter, Spring"
P463,Clothing,Winter Hats,Carhartt,"Acrylic Watch Hat, Beanie, Black",345,"Diwali, Raksha Bandhan","Monsoon, Summer, Autumn"
P464,Beauty,Lipstick,NARS,"Powermatte Lip Pigment, Starwoman, Long-Lasting",388,"Onam, Diwali, Ganesh Chaturthi","Spring, Monsoon"
P465,Home & Kitchen,Cookware,Staub,"Cast Iron Dutch Oven, 5.5qt, Ceramic",586,"Onam, Diwali","Summer, Monsoon, Winter"
P466,Sports & Outdoors,Hiking,Salomon,"X Ultra 4 GTX Hiking Shoes, Waterproof, Womens Size 8",225,"Raksha Bandhan, Holi, Onam","Autumn, Winter"
P467,Groceries,Snack Bars,Kind,"Peanut Butter Dark Chocolate, 12-Pack",308,"Baisakhi, Onam","Autumn, Summer, Monsoon"
P468,Toys & Games,STEM Toys,Sphero,"Bolt Robot, Programmable, App-Enabled",725,Navratri,"Spring, Summer, Monsoon"
P469,Fashion,Belts,Louis Vuitton,"Monogram Belt, Brown, Size 90",736,"Pongal, Christmas, Holi","Winter, Summer, Autumn"
P470,Electronics,External Hard Drives,Western Digital,"My Passport 4TB, USB 3.0, Portable",4147,"Christmas, Diwali, Ganesh Chaturthi","Monsoon, Summer, Winter"
P471,Electronics,Smart Home,Amazon,"Echo Dot (5th Gen), Smart Speaker, Charcoal",20972,"Holi, Diwali, Christmas","Summer, Winter"
P472,Books,History,Penguin,"The Wright Brothers by David McCullough, Paperback",860,"Holi, Raksha Bandhan, Diwali","Spring, Winter, Autumn"
P473,Clothing,Yoga Pants,Athleta,"Salutation Stash Pocket Tight, Womens Size 8",474,"Holi, Navratri, Christmas","Monsoon, Winter"
P474,Beauty,Face Mask,Dr. Jart+,"Cicapair Tiger Grass Calming Mask, 5-Pack",286,Holi,"Winter, Summer, Spring"
P475,Home & Kitchen,Microwaves,Toshiba,"1.6cu ft Countertop Microwave, 1100W",478,"Ganesh Chaturthi, Pongal, Diwali","Spring, Summer"
P476,Sports & Outdoors,Fitness,Peloton,"Bike+, 24-inch HD Touchscreen, Magnetic Resistance",914,"Diwali, Pongal, Onam","Spring, Winter"
P477,Groceries,Honey,Manuka Health,"MGO 400+ Manuka Honey, 8.8oz",626,"Navratri, Onam","Autumn, Spring, Monsoon"
P478,Toys & Games,Action Figures,Funko,"Pop! Marvel: Avengers Endgame, 10-Pack",726,"Christmas, Baisakhi, Eid","Autumn, Spring"
P479,Fashion,Wallets,Coach,"Mens Slim ID Wallet, Leather, Black",871,"Christmas, Eid","Monsoon, Spring, Winter"
P480,Electronics,Earbuds,Samsung,"Galaxy Buds2 Pro, Noise Cancelling, Graphite",38514,Navratri,"Summer, Winter, Monsoon"
P481,Electronics,Gaming Chairs,Razer,"Iskur Gaming Chair, Ergonomic, RGB Lighting",19639,"Ganesh Chaturthi, Pongal","Summer, Winter, Monsoon"
P482,Books,Romance,Avon,"The Hating Game by Sally Thorne, Paperback",108,"Baisakhi, Christmas","Monsoon, Winter"
P483,Clothing,Socks,Stance,"Run Tab Socks, Cushioned, Mens Size 9-11",417,Eid,"Monsoon, Winter"
P484,Beauty,Eye Cream,Shiseido,"Benefiance Wrinkle Smoothing Eye Cream, 0.5oz",778,Eid,"Monsoon, Autumn, Spring"
P485,Home & Kitchen,Food Storage,Rubbermaid,"Brilliance Food Storage, 10-Piece Set",868,"Raksha Bandhan, Holi","Summer, Monsoon"
P486,Sports & Outdoors,Fishing,Abu Garcia,"Revo SX Spinning Reel, Saltwater Ready",958,"Diwali, Eid","Winter, Autumn, Monsoon"
P487,Groceries,Nuts,Planters,"Mixed Nuts, 34oz Canister, Lightly Salted",477,Holi,"Monsoon, Spring, Winter"
P488,Toys & Games,Plush Toys,Melissa & Doug,"Hugging Doug Stuffed Animal, 20-inch",773,Holi,"Summer, Spring, Monsoon"
P489,Fashion,Hats,Brixton,"Fiddler Hat, Wool Felt, Black",592,Holi,"Autumn, Summer, Winter"
P490,Electronics,Tablet Accessories,Samsung,Galaxy Tab S8 Ultra Keyboard Cover,30559,Diwali,"Summer, Monsoon, Winter"
P491,Electronics,VR Headsets,HTC,"Vive Pro 2, 5K Resolution, 120Hz",11806,Diwali,"Monsoon, Winter, Summer"
P492,Books,Self-Help,HarperCollins,"The Subtle Art of Not Giving a F*ck, Paperback",407,"Baisakhi, Eid","Winter, Monsoon"
P493,Clothing,Base Layers,Smartwool,"Mens 250 Base Layer Top, Merino Wool",492,Eid,"Summer, Spring"
P494,Beauty,Body Lotion,Aveeno,"Daily Moisturizing Lotion, 18oz, Fragrance-Free",126,"Raksha Bandhan, Holi, Onam","Winter, Autumn"
P495,Home & Kitchen,Air Purifiers,Honeywell,"HPA300 True HEPA Air Purifier, Large Room",403,"Christmas, Diwali, Eid","Monsoon, Summer, Winter"
P496,Sports & Outdoors,Water Bottles,Klean Kanteen,"Insulated Water Bottle, 32oz, Stainless Steel",711,"Pongal, Onam, Navratri","Autumn, Spring, Winter"
P497,Groceries,Crackers,Ritz,"Original Crackers, 13.7oz, Family Size",464,"Ganesh Chaturthi, Diwali, Baisakhi","Monsoon, Spring, Winter"
P498,Toys & Games,Model Kits,Tamiya,1/35 Scale Military Miniature Kit,249,Holi,"Autumn, Monsoon"
P499,Fashion,Scarves,Gucci,"GG Supreme Shawl, Wool Blend, Beige",521,"Onam, Ganesh Chaturthi, Eid","Spring, Monsoon, Summer"
P500,Electronics,Chargers,Belkin,"USB-C GaN Charger, 65W, 2 Ports",7254,"Holi, Diwali","Summer, Monsoon, Winter"
P501,Electronics,Smartphones,Apple,"6.1-inch Super Retina Display, 128GB Storage, A15 Bionic Chip, iOS",31491,"Holi, Diwali, Christmas","Winter, Summer, Monsoon"
P502,Books,Non-Fiction,Oxford University Press,"The Oxford English Dictionary, Hardcover, 2,000 Pages",138,Eid,"Winter, Autumn, Spring"
P503,Clothing,Activewear,Under Armour,"Men's Training T-Shirt, HeatGear, Moisture-Wicking, Size S-XXL",455,"Diwali, Baisakhi, Pongal","Winter, Spring"
P504,Beauty,Skincare,Neutrogena,"Hydro Boost Water Gel, 1.7oz, Fragrance-Free",608,"Onam, Baisakhi","Summer, Winter, Autumn"
P505,Electronics,Laptops,Apple,"MacBook Air M1, 13-inch, 256GB SSD, Retina Display, macOS",2328,Diwali,"Monsoon, Winter, Summer"
P506,Home & Kitchen,Blenders,Ninja,"Blender Duo, 1200W, 72oz, Auto-iQ Programs",678,Eid,"Spring, Summer"
P507,Sports & Outdoors,Camping,REI,"Co-op Half Dome Tent, 4-Person, Waterproof",222,Christmas,"Winter, Spring, Summer"
P508,Groceries,Snacks,Kellogg's,"Frosted Flakes, 18oz, Family Size",516,"Raksha Bandhan, Diwali, Christmas","Summer, Autumn"
P509,Toys & Games,Board Games,Hasbro,"Monopoly Classic, 2-6 Players, Ages 8+",145,"Holi, Navratri, Raksha Bandhan","Summer, Monsoon, Winter"
P510,Fashion,Sunglasses,Ray-Ban,"Aviator Sunglasses, Metal Frame, UV Protection",441,Ganesh Chaturthi,"Monsoon, Summer"
P511,Electronics,Headphones,Beats by Dre,"Beats Studio3 Wireless, Noise Cancelling, 22-Hour Battery",11371,"Diwali, Pongal, Holi","Monsoon, Winter, Summer"
P512,Books,Non-Fiction,Simon & Schuster,"Becoming by Michelle Obama, Hardcover, 400 Pages",558,"Diwali, Pongal","Autumn, Winter"
P513,Clothing,Formal Wear,Zara,"Womens Blazer, Tailored Fit, Black",785,Baisakhi,"Summer, Monsoon"
P514,Beauty,Makeup,Maybelline,"SuperStay Full Coverage Foundation, 30ml, Matte Finish",441,"Pongal, Christmas","Winter, Summer, Autumn"
P515,Home & Kitchen,Cookware,Calphalon,"Non-Stick 10-Piece Cookware Set, Oven Safe",777,"Raksha Bandhan, Ganesh Chaturthi","Summer, Spring"
P516,Sports & Outdoors,Yoga,Liforme,"Yoga Mat, Eco-Friendly, 5mm Thickness",849,"Diwali, Eid, Navratri","Spring, Autumn"
P517,Groceries,Coffee,Starbucks,"Medium Roast Ground Coffee, 12oz Bag",327,"Raksha Bandhan, Navratri, Diwali","Summer, Monsoon, Spring"
P518,Toys & Games,LEGO,LEGO,"Technic Bugatti Chiron, 3,599 Pieces",174,Holi,"Summer, Spring"
P519,Fashion,Watches,Casio,"F91W-1 Classic Digital Watch, Water Resistant",117,"Raksha Bandhan, Diwali","Spring, Monsoon, Autumn"
P520,Electronics,Tablets,Apple,"Apple iPad Pro 11-inch, 128GB, M1 Chip",27432,"Pongal, Navratri, Ganesh Chaturthi","Winter, Monsoon"
P521,Home & Kitchen,Vacuum Cleaners,Dyson,"Dyson V11 Torque Drive, Cordless, HEPA Filter",1000,"Christmas, Holi","Summer, Spring"
P522,Automotive,Tires,Michelin,"Primacy MXM4, 215/60R16, All-Season",415,"Raksha Bandhan, Ganesh Chaturthi, Holi","Spring, Summer, Monsoon"
P523,Electronics,Smartwatches,Garmin,"Forerunner 945, GPS, Heart Rate Monitor",32857,"Pongal, Christmas","Winter, Summer, Monsoon"
P524,Clothing,Outerwear,Patagonia,"Men's Torrentshell 3L Jacket, Waterproof",803,Raksha Bandhan,"Autumn, Spring"
P525,Beauty,Hair Care,Living Proof,"Perfect Hair Day Shampoo, 8oz",687,"Pongal, Raksha Bandhan, Christmas","Monsoon, Spring"
P526,Books,Science Fiction,Del Rey,"The Expanse: Leviathan Wakes, Paperback",1156,Raksha Bandhan,"Monsoon, Autumn, Spring"
P527,Home & Kitchen,Air Fryers,Ninja,"Ninja Air Fryer Max XL, 5.5qt Capacity, 7 Functions",955,"Raksha Bandhan, Ganesh Chaturthi","Monsoon, Spring, Winter"
P528,Sports & Outdoors,Running,Asics,"Men's Gel-Kayano 28, Cushioned, Size 10",279,"Christmas, Diwali","Spring, Winter, Monsoon"
P529,Groceries,Tea,Twinings,"English Breakfast Tea, 20 Count",118,Pongal,"Winter, Summer, Monsoon"
P530,Fashion,Handbags,Michael Kors,"Jet Set Crossbody Bag, Leather, Brown",237,"Pongal, Diwali","Monsoon, Autumn, Winter"
P531,Electronics,Gaming Consoles,Sony,"PlayStation 5, 825GB SSD, 4K HDR Gaming",7185,"Christmas, Diwali, Holi","Monsoon, Winter"
P532,Books,Biography,HarperCollins,"Elon Musk by Ashlee Vance, Hardcover",1037,"Raksha Bandhan, Diwali, Christmas","Monsoon, Autumn, Winter"
P533,Clothing,Swimwear,Speedo,"Men's Jammer Swimsuit, Chlorine-Resistant, Size 32",608,"Christmas, Navratri","Spring, Summer"
P534,Beauty,Perfume,Chanel,"No. 5 Eau de Parfum, 3.4oz",296,"Diwali, Holi","Monsoon, Autumn"
P535,Home & Kitchen,Mattresses,Tempur-Pedic,"Cloud Luxe Breeze, Queen Size, Medium",730,"Ganesh Chaturthi, Baisakhi","Monsoon, Spring, Autumn"
P536,Sports & Outdoors,Camping,The North Face,"Mountain 25 Tent, 2-Person, Weatherproof",790,"Ganesh Chaturthi, Holi","Spring, Winter"
P537,Groceries,Pasta,Bertolli,"Spaghetti, 16oz",251,"Ganesh Chaturthi, Navratri, Christmas","Summer, Monsoon, Winter"
P538,Toys & Games,Puzzles,Melissa & Doug,"Wooden Jigsaw Puzzles, 24 Pieces",647,"Diwali, Christmas, Navratri","Winter, Summer, Autumn"
P539,Fashion,Sneakers,Adidas,"Ultra Boost 22, Cushioned, Mens Size 9",773,"Baisakhi, Holi","Autumn, Spring"
P540,Electronics,Speakers,Sonos,"Sonos One SL, Smart Speaker, Wi-Fi",6612,Ganesh Chaturthi,"Winter, Monsoon"
P541,Electronics,Monitors,LG,"UltraGear 27GN950-B, 27-inch, 4K, 144Hz",41146,Onam,"Winter, Summer"
P542,Books,Cookbooks,Chronicle Books,"The Joy of Cooking, Hardcover, Illustrated",1451,"Diwali, Onam, Raksha Bandhan","Spring, Autumn"
P543,Clothing,Denim,Wrangler,"Men's Slim Fit Jeans, Stretch, Size 34x32",197,Diwali,"Autumn, Monsoon, Summer"
P544,Beauty,Sunscreen,Neutrogena,"Ultra Sheer Dry-Touch Sunscreen, SPF 100, 3oz",123,"Holi, Raksha Bandhan","Spring, Summer"
P545,Home & Kitchen,Toasters,KitchenAid,"4-Slice Digital Toaster, Wide Slots",381,Diwali,"Monsoon, Summer, Autumn"
P546,Sports & Outdoors,Golf,Callaway,"Golf Club Set, 10-Piece, Graphite Shaft",710,"Ganesh Chaturthi, Holi, Diwali","Summer, Winter, Monsoon"
P547,Groceries,Olive Oil,Colavita,"Extra Virgin Olive Oil, 1L",962,"Pongal, Baisakhi","Spring, Autumn"
P548,Toys & Games,Dolls,American Girl,"Isabelle Doll, 18-inch",457,"Baisakhi, Raksha Bandhan","Monsoon, Autumn"
P549,Fashion,Jewelry,Tiffany & Co.,"Tiffany T Square Ring, Sterling Silver",744,"Diwali, Christmas, Holi","Spring, Winter, Autumn"
P550,Electronics,Printers,Canon,"PIXMA TR8620, Wireless, All-in-One",4724,Holi,"Monsoon, Summer"
P551,Electronics,Drones,DJI,"Mini 2, 4K Camera, 31-Min Flight Time",34840,"Navratri, Christmas, Raksha Bandhan","Monsoon, Winter, Summer"
P552,Books,Children's,Scholastic,"Harry Potter and the Sorcerer's Stone, Paperback",978,"Eid, Holi, Baisakhi","Autumn, Monsoon, Winter"
P553,Clothing,Workwear,Carhartt,"Men's Carhartt Duck Work Pants, Loose Fit",192,Eid,"Spring, Summer"
P554,Beauty,Makeup Brushes,Real Techniques,"Core Collection, 4 Brushes, Travel Case",795,"Navratri, Diwali","Summer, Spring, Autumn"
P555,Home & Kitchen,Coffee Makers,Keurig,"K-Elite Single Serve, K-Cup Pod Coffee Maker",865,Christmas,"Winter, Summer, Monsoon"
P556,Sports & Outdoors,Cycling,Specialized,"Allez Elite Road Bike, Carbon Frame",640,Raksha Bandhan,"Autumn, Summer, Winter"
P557,Groceries,Cereal,Kellogg's,"Rice Krispies, 12oz Box",209,"Holi, Diwali","Winter, Summer, Monsoon"
P558,Toys & Games,Remote Control,Traxxas,"Slash 4x4 RTR, 1/10 Scale",985,"Raksha Bandhan, Holi","Summer, Winter, Autumn"
P559,Fashion,Luggage,Samsonite,"Winfield 3 DLX Hardside Luggage, 20-inch Carry-On",804,"Baisakhi, Diwali, Eid","Monsoon, Winter, Autumn"
P560,Electronics,Keyboards,Logitech,"MX Keys Wireless Keyboard, Backlit",18013,Onam,"Summer, Winter, Monsoon"
P561,Electronics,Projectors,Epson,"Home Cinema 2150, 1080p, 2500 Lumens",21991,"Eid, Ganesh Chaturthi","Winter, Monsoon, Summer"
P562,Books,Fantasy,HarperCollins,"The Name of the Wind, Paperback",619,Eid,"Spring, Autumn"
P563,Clothing,Winter Hats,The North Face,"Men's Beanie Hat, Wool",555,Holi,"Winter, Monsoon"
P564,Beauty,Lipstick,MAC,"Matte Lipstick, Ruby Woo, 3g",407,"Baisakhi, Eid","Summer, Winter"
P565,Home & Kitchen,Cookware,Le Creuset,"Cast Iron Skillet, 10.25-inch",865,"Pongal, Holi","Summer, Autumn, Spring"
P566,Sports & Outdoors,Hiking,Columbia,"Men's Redmond Waterproof Hiking Boots, Size 11",840,Holi,"Spring, Monsoon, Autumn"
P567,Groceries,Snack Bars,Clif Bar,"Peanut Butter Crunch, 12-Pack",195,"Diwali, Raksha Bandhan","Spring, Winter"
P568,Toys & Games,STEM Toys,Osmo,"Math Wizard Game, 5+ Years",965,Eid,"Monsoon, Summer"
P569,Fashion,Belts,Tommy Hilfiger,"Leather Belt, Size 34",672,"Pongal, Navratri","Monsoon, Summer"
P570,Electronics,External Hard Drives,Seagate,"Backup Plus, 2TB, USB 3.0",41607,"Baisakhi, Diwali, Pongal","Winter, Monsoon"
P571,Electronics,Smart Home,Philips,Hue White and Color Ambiance Smart Bulb,35658,"Christmas, Pongal","Monsoon, Summer, Winter"
P572,Books,History,Penguin,"The Immortal Life of Henrietta Lacks, Paperback",710,Christmas,"Winter, Autumn, Spring"
P573,Clothing,Yoga Pants,Fabletics,"Women's High-Waisted Leggings, Size S-XXL",760,"Ganesh Chaturthi, Diwali","Monsoon, Spring, Winter"
P574,Beauty,Face Mask,The Ordinary,"Azelaic Acid Suspension, 10%, 30ml",969,Diwali,"Winter, Summer"
